texte,label 
"Réseaux sociaux : « Je ne vois plus trop l’intérêt d’exposer sa vie sur Facebook » 

Par lassitude ou par conscience de protection des données numériques, de 
plus en plus d’internautes hésitent à publier des contenus très personnels 
sur les réseaux, bien que le phénomène ne soit pas encore quantifié. Ils 
privilégient des groupes de discussion plus restreints.
",0
"Les glaciers alpins fondent et donnent du travail à « ceux qui dessinent les rochers » Les trois cartographes suisses chargés de dessiner les Alpes sont des 
témoins privilégiés des effets du changement climatique. A cause de la 
fonte des glaces, ils devraient être bientôt amenés à déplacer, sur papier, 
la frontière séparant la Confédération helvétique de l’Italie.",0
"Partage de transport sanitaire : le projet de décret prévoit 45 minutes d’attente maximum, le reste du texte inchangé La nouvelle version du texte, consultée par «Libération», précise désormais 
le délai d’attente sur le lieu de soins. Aucune distinction n’est faite 
pour exempter automatiquement les patients les plus fragiles et leur 
permettre de refuser de partager leur transport sans incidence.",0
"Conquis par Trump, boudé par Harris: Joe Rogan, le guerrier anti-woke qui influence l’Amérique  Suivi par des millions d’Américains, ce touche-à-tout est devenu 
une figure incontournable dans la fabrique de l’opinion publique. Avant 
l’élection présidentielle, Trump lui avait donné une interview visionnée 50 
millions de fois. Kamala Harris, elle, avait décliné l’invitation.",0
"Colère des agriculteurs : après les annonces du gouvernement, la coordination rurale annonce la levée du blocage du port de Bordeaux Principal syndicat mobilisé sur le terrain, la Coordination rurale a 
annoncé ce jeudi 21 novembre au soir qu’elle lèverait le blocage du port de 
commerce de Bordeaux dès vendredi matin, estimant que le Premier ministre 
avait répondu à ses revendications sur les normes européennes.",0
"Plans sociaux dans le secteur de l’automobile : le ministre de l’Industrie, Marc Ferracci, reprend sa respiration chez Toyota Le constructeur japonais, implanté à Onnaing, a fêté la sortie du 5 000 
000e véhicule assemblé en France et annoncé la titularisation à venir de 
600 salariés. Sous les yeux d’un Marc Ferracci plutôt habitué ces dernières 
semaines à commenter les suppressions programmées d’emplois.",0
"Découverte il y a cinquante ans, Lucy l’australopithèque garde encore bien des secrets 

Il y a cinquante ans, le 24 novembre, l’expédition scientifique 
« International Afar Research Expedition » faisait une découverte majeure, 
en mettant au jour le squelette de Lucy, l’australopithèque. Mondialement 
connu, ce fossile n’a pourtant pas encore livré tous ses secrets.
",0
"Flânerie Renaissance en Italie, dans les pas des Farnese, de Rome aux collines de la Tuscia GRAND  Le 24 décembre, Rome ouvrira son 27e jubilé tandis que 
les musées du Capitole accueilleront la collection Farnese. Mais c’est au 
nord du Latium, dans les collines de la Tuscia, que débute l’histoire de 
l’illustre famille, source d’inspiration pour des mécènes contemporains.",0
"Thales : enquête au Royaume-Uni et en France sur des soupçons de corruption 

Le groupe français Thalès est dans le viseur de l’autorité britannique de 
lutte contre la délinquance financière, qui a annoncé jeudi 21 novembre 
l’ouverture d’une enquête sur des soupçons de corruption, menée 
conjointement avec le Parquet national financier (PNF) côté français.
",0
"Best of beauté : Olivia Rodrigo chez Lancôme, une nouvelle collection parfumée Zara x Jo Malone… L'égérie : Olivia Rodrigo devient ambassadrice Lancôme © Presse Elle est 
l'idole des jeunes... et des moins jeunes. À seulement 21 ans, Olivia 
Rodrigo peut déjà se targuer d'avoir rempli des stades, décroché les 
récompenses les plus prestig...
Lire la suite de l'article sur Elle.fr",0
"Au procès de l’assassinat de Samuel Paty, la collégienne « emprisonnée » dans ses mensonges L’adolescente, dont le mensonge avait déclenché la campagne de haine contre 
le professeur, a été entendue comme témoin, mardi 26 novembre. Elle s’est 
évertuée à endosser l’entière responsabilité du drame pour tenter de sauver 
son père, qui encourt trente ans de réclusion criminelle.",0
"Plastique : la Corée du Sud, hôte du sommet antipollution, mais accro aux emballages En Corée du Sud, les films plastiques sont omniprésents dans 
l’alimentation, les cadeaux, les commandes en ligne… Le pays, qui accueille 
à Pusan la conférence onusienne pour un traité mondial devant mettre fin à 
la pollution plastique, est lui-même très en retard sur cette question.",0
"« Faut qu’on parle » : pour Soraya, 41 ans, « se confronter à la différence est une vraie chance » 

« Faut qu’on parle », une opération lancée par La Croix et Brut, permettra 
à des personnes qui ont des opinions diverses d’échanger le 23 novembre. 
Parmi les inscrites, Soraya, une Iséroise de 41 ans, qui se réserve le 
droit de changer d’avis, malgré des convictions bien ancrées.
",0
"Lamya Essemlali, présidente de Sea Shepherd France : «On espère que Paul Watson sera libéré d’ici Noël» Ce jeudi 21 novembre marque le quatrième mois d’emprisonnement du célèbre 
protecteur des baleines. La présidente de l’ONG de défense de 
l’environnement Sea Shepherd France détaille à «Libé» ses conditions de 
détention et décrypte les rouages politiques et diplomatiques de ce dossier.",0
"« Septembre sans attendre », une comédie jubilatoire sur la fin d’un couple 

Variation virtuose sur la comédie de remariage chère à Hollywood, le film 
de l’Espagnol Jonás Trueba (Eva en août) met en scène un couple qui, après 
quatorze ans de vie commune, décide d’organiser une fête pour célébrer sa 
séparation et mêle dans un même geste la vie et le cinéma.
",0
"Génération Psy : les jeunes lèvent le tabou sur la santé mentale Un Français sur cinq éprouve une souffrance psychique. Un mal endémique 
longtemps resté tabou. Mais la parole se libère. Sur les réseaux sociaux 
comme dans les consultations, la jeune génération n’hésite plus à aborder 
le sujet de la santé mentale. Décryptage d’une petite révolution.",0
"Comment est-on déclaré inapte au travail et quelles sont les solutions ? On vous répond Un accident ou une maladie peuvent très vite survenir et, dans le pire des 
cas, vous rendre inapte à travailler. Si cela devait malheureusement 
arriver, qui déclare ce statut ? Quelles sont les solutions qui s’offrent à 
nous si on ne peut plus reprendre notre poste ? On vous explique.",0
"La situation financière des CHU continue de se dégrader Le déficit des centres hospitaliers universitaires, non comptabilisé dans 
celui de l’Assurance-maladie, pourrait s’élever à 1,1 milliard d’euros 
en 2024, selon les dernières estimations. Et plus de la moitié rencontrent 
des difficultés majeures de financement, alertent les directeurs.",0
"« Avec l’élection de Donald Trump, l’Europe doit se projeter au-delà du cadre transatlantique » 

L’élection de Donald Trump constitue un séisme géopolitique pour le 
continent européen, exposent Hector de Rivoire et Arthur de Liedekerke. 
L’Europe doit se demander si elle peut toujours compter sur la protection 
américaine, ou si elle doit se résoudre à une autonomie stratégique.
",0
"« La réforme du brevet des collèges va aggraver les mécanismes de tri social déjà à l’œuvre » Pierre Mathiot, politiste, et Jean-Charles Ringard, ancien inspecteur 
général de l’éducation nationale, estiment, dans une tribune au « Monde », 
que la réforme du collège rendant le brevet obligatoire pour entrer en 2de 
risque de se traduire par une forte hausse du décrochage scolaire.",0
"Boycotter X, un dilemme plus complexe que prévu La question de quitter le réseau social X (ex-Twitter), propriété du 
milliardaire Musk qui a contribué à la victoire de Trump, crée un vif débat 
dans les professions intellectuelles. Révélateur de la place prépondérante 
prise par la plateforme dans la vie et la carrière de ses usagers.",0
"La Liste consacre (encore) Guy Savoy et révèle les tendances food mondiales Fermentations, cuisine à la flamme, attrait pour le végétal ou montée en 
gamme de la cuisine indienne… Au-delà du top 1 000 des restaurants les 
mieux notés au monde, l’algorithme de La Liste met en lumière les grandes 
tendances d’un secteur marqué cette année par une franche austérité.",0
"Paray-le-Monial : « Via Vitae », un trésor national volé lors d’un braquage dans un musée 

La pièce maîtresse du musée du Hiéron, à Paray-le-Monial (Saône-et-Loire), 
a été volée lors d’un braquage, a-t-on appris vendredi 22 novembre. Les 
malfaiteurs ont découpé le socle de « Via Vitae », une statuette d’or et 
d’ivoire retraçant la vie de Jésus, afin de pouvoir l’emporter.
",0
"Au Pakistan, l’opposition dispersée après sa démonstration de force à Islamabad Mardi soir, Imran Khan appelait depuis sa prison ses soutiens à converger 
vers le quartier gouvernemental de la capitale pakistanaise, D-Chowk, à 
l’issue d’une journée marquée par la mort de quatre paramilitaires, 
renversés selon les autorités, par des manifestants à bord d’un véhicule.",0
"La boxeuse Imane Khelif, icône LGBT+ malgré elle Championne olympique dans sa catégorie depuis les Jeux de Paris, la 
sportive algérienne est poursuivie par une rumeur mettant en doute sa 
féminité. Dans ce podcast, Gaspard Dhellemmes, journaliste à « M Le 
magazine du Monde », raconte l’histoire et les multiples visages de la 
sportive.",0
"Rugby : l’Australien Brett Robinson élu à la présidence de la Fédération internationale 

L’Australien Brett Robinson a été élu jeudi 14 novembre président de World 
Rugby, la fédération internationale. Avec 27 voix contre 25, il a devancé 
de peu Abdelatif Benazzi, l’ancien capitaine du XV de France. Le nouveau 
président a promis rendre le jeu plus spectaculaire et rapide.
",0
"UE-Mercosur : « Cet accord anachronique sacrifie l’environnement sur l’autel du profit » 

Alors que la Commission européenne entend signer rapidement son accord de 
libre-échange avec le Mercosur, le député écologiste Benoît Biteau appelle 
la France à s’y opposer. Il craint ses conséquences environnementales 
désastreuses, en particulier à travers la déforestation importée.
",0
"Les nouveaux Naviexpress vont coûter cher aux partenaires français Chaque année, Thonon Agglo et la communauté de communes Pays d’Evian vallée 
d’Abondance participent financièrement au déficit d’exploitation des 
navettes lacustres transfrontalières de la CGN. Un montant encore en 
augmentation cette année en raison de l’arrivée des nouveaux Naviexpress.",0
"Pourquoi Nétanyahou voulait évincer la France du possible accord de cessez-le-feu au Liban Un cessez-le-feu imminent est attendu entre Tsahal et le Hezbollah, mais 
Israël a longtemps insisté pour que la France ne soit pas membre du comité 
international chargé de surveiller l’accord. En cause, une série 
d’agissements français considérés comme hostiles par l’exécutif israélien.",0
"Des députés et une ex-ministre victimes de piratage, signe inquiétant des failles dans la cybersécurité du personnel politique Une attaque à l’hameçonnage par la messagerie Telegram, mercredi 
20 novembre, a piégé une ancienne ministre macroniste, plusieurs élus et 
des personnels de l’Assemblée nationale, révélant la vulnérabilité des 
responsables politiques face à la cybercriminalité. Une enquête a été 
ouverte.",0
"Avec la Coupe Davis 2024 à Malaga, Rafael Nadal fait ses adieux au tennis : «Mon heure est venue et je l’accepte comme telle» Joueur hors-norme et roi incontesté de la terre battue, «Rafa» tirera sa 
révérence à l’issue de la Coupe Davis, dont les phases finales se jouent 
cette semaine à Malaga. Mardi 19 novembre, les médias espagnols l’ont 
annoncé partant pour le premier simple de son équipe, face aux Pays-Bas.",0
"« Faut qu’on parle » : pour Xavier, 56 ans, « la vie est une affaire de rencontre » 

La Croix et le média Brut lancent l’opération « Faut qu’on parle », qui 
permet à des personnes qui ont des opinions divergentes d’échanger, en 
vrai, durant une heure ou deux. Inscrit à l’événement du 23 novembre, 
Xavier, un Perpignanais, a saisi l’opportunité de rencontrer un inconnu.
",0
"Un cessez-le-feu entre Israël et le Hezbollah dans les prochaines heures ? Un vent d’optimisme diplomatique porte à croire que l’État hébreu et le 
parti chiite pourraient très bientôt s’accorder sur une trêve des 
hostilités de deux mois. Le cabinet de sécurité présidé par Benyamin 
Nétanyahou se réunit dans les prochaines heures pour examiner ce projet 
d’accord.",0
"L’interdiction d’une conférence de Rima Hassan à Strasbourg jugée « illégale » Les juges ont considéré, mardi, que le refus du président de l’université 
d’autoriser la tenue de cette conférence en présence de l’eurodéputée (La 
France insoumise) Rima Hassan « portait atteinte à la liberté 
d’expression ». L’établissement a annoncé faire appel devant le Conseil 
d’Etat.",0
"Amsterdam : Sky News a-t-il supprimé un reportage qui soulignait les violences des supporteurs du Maccabi Tel-Aviv ? Le média britannique a remplacé une première version d’un sujet consacré à 
l’agression de supporters de foot israéliens aux Pays-Bas, dans la nuit du 
7 au 8 novembre. La journaliste rapportait les violences et chants racistes 
perpétrés en amont par des «ultras d’extrême droite israéliens».",0
"Soumission chimique : des kits de détection remboursés à titre expérimental 

En plein procès des viols de Mazan, le premier ministre Michel Barnier a 
annoncé lundi 25 novembre 2024 le remboursement de kits de détection de 
soumission chimique « du lendemain ». Une expérimentation qui se fera 
« dans plusieurs départements » et selon un calendrier encore à définir.
",0
"Une auto-école de Marseille visée par des tirs : la piste de la tentative d’intimidation privilégiée Les enquêteurs privilégient la piste de la tentative d’intimidation après 
que des coups de feu ont été tirés vers une auto-école de Marseille 
(Bouches-du-Rhône) dans la nuit du dimanche 24 au lundi 25 novembre. 
L’établissement avait déjà été la cible d’un incendie plus tôt dans la 
semaine.",0
"Les avocats, des influenceurs comme les autres ? Stories polémiques, décryptages juridiques sur TikTok ou tweets 
provocateurs : de Sarah Saldmann à Nadia El Bouroumi, les avocats 
s’exposent de plus en plus sur les réseaux sociaux, allant parfois jusqu’à 
adopter les codes des influenceurs. Un mélange des genres qui génère des 
crispations.",0
"Option «silence» chez le coiffeur : le fond de l’hair effraie Au Japon, il est possible, au moment de prendre un rendez-vous, de choisir 
un échange minimal ou inexistant. Mais ce gage de tranquillité, qui s’étend 
à d’autres services, réduit encore nos interactions les plus basiques et 
ramène ceux qui nous servent à une dimension uniquement utilitaire.",0
"A69 : à l’audience des recours en annulation, les arguments pro-autoroute démontés Le tribunal administratif s’est penché ce lundi 25 novembre sur le fond du 
dossier environnemental de l’autoroute Castres-Toulouse. La rapporteure 
publique a confirmé qu’elle ne voyait pas de «raison impérative d’intérêt 
public majeur» et la défense a mis en avant des arguments économiques.",0
"Course «la plus sale de l’histoire» aux JO de Londres 2012 : l’athlète russe Tatyana Tomashova privée de médaille à son tour L’Unité d’intégrité de l’athlétisme a annoncé ce mardi 19 novembre la 
disqualification très tardive de l’athlète russe, accusée de dopage, de la 
finale olympique du 1 500 mètres à Londres en 2012. En douze ans, elle est 
la cinquième participante à cette course à écoper d’une telle sanction.",0
"« Je l’aime » : Scarlett Johansson évoque son histoire d’amour avec Colin Jost Scarlett Johansson est plus amoureuse que jamais. Ce mardi 26 novembre, 
l'actrice Scarlett Johansson est apparue sur "" Live with Kelly et Mark "". 
L'occasion pour elle d'évoquer son amour pour Colin Jost avec qui elle 
partage sa vie. Après avoir expl...
Lire la suite de l'article sur Elle.fr",0
"Jennifer Aniston célèbre son traditionnel « Friendsgiving » avec Courteney Cox Jennifer Aniston et son annuel "" Friendsgiving "". Ce lundi 25 novembre, 
l'actrice vedette de la sitcom "" Friends "" a décidé de partager sur son 
compte Instagram un aperçu de sa soirée de fête entre amis qu'elle organise 
tous les ans.À seulement deux...
Lire la suite de l'article sur Elle.fr",0
"À 85 ans, cette grand-mère de Zambie est devenue une icône de style En tutu en tulle orange et maillot de football américain, robe à sequins 
bleutés et manchettes argentées, ou encore en caftan rose bonbon, gants 
d'opéra turquoise et imposantes lunettes rondes... Margret Chola, 
"" Legendary Glamma "" sur Instagram, po...
Lire la suite de l'article sur Elle.fr",0
"Marine Le Pen rattrapée par ses vieux démons Depuis les réquisitions déposées contre Marine Le Pen dans le cadre du 
procès pour détournement de millions d’euros européens, la triple candidate 
présidentielle du Rassemblement national attaque frontalement la justice. 
La dédiabolisation appartient ainsi au passé, selon ce journal suisse.",0
"Education à la sexualité à l’école : offensive conservatrice contre le premier projet de programme Des associations mènent campagne contre un dispositif qui n’est pas encore 
entré en vigueur et qui fait l’objet d’un très large consensus dans la 
communauté éducative. La ministre de l’éducation nationale, Anne Genetet, 
défend ce programme, mais insiste sur les consultations encore en cours.",0
"Aurélie Trouvé, députée LFI : « Pour sauvegarder l’agriculture familiale, il faut reréguler les prix, les échanges et la production » Une bifurcation économique, sociale et écologique est nécessaire pour aider 
les exploitations françaises dans l’élevage, l’agriculture bio, la 
production de céréales et de fruits et légumes, plaide, dans une tribune au 
« Monde », l’élue de Seine-Saint-Denis, ingénieure agronome de formation.",0
"Le rapporteur public conclut à l’absence d’intérêt public majeur pour l’A69 : «Ça légitime tout ce qu’on dit depuis des mois» Dans son avis dont le contenu a été dévoilé ce ce mercredi 20 novembre, le 
rapporteur public du tribunal administratif préconise l’annulation de 
l’autorisation environnementale de l’autoroute devant relier Toulouse à 
Castres. Si les juges suivaient cet avis, le chantier pourrait être annulé.",0
"Éducation : le brevet obligatoire pour le passage en seconde est-il pertinent ? 

La ministre de l’éducation nationale, Anne Genetet, a présenté mardi 
12 novembre une série de réformes largement inspirées du « choc des 
savoirs » lancé par Gabriel Attal fin 2023. Elle confirme notamment que 
l’obtention du brevet sera nécessaire pour passer en seconde, à partir de 
2027.
",0
"Sydney Sweeney adopte la coloration blond foncé parfaite pour l’hiver Chaque année, les saisons vont et viennent avec leur lot de tendances 
beauté. Si l'été, nous sommes nombreuses à vouloir afficher une chevelure 
un peu plus claire que le reste de l'année, a contrario, la saison 
hivernale est le moment opportun pour s...
Lire la suite de l'article sur Elle.fr",0
"Chic et sophistiqué : le caban est le manteau phare des adeptes du quiet luxury Le caban, cette pièce emblématique du vestiaire hivernal, fait son grand 
retour cette saison en s'imposant comme le manteau incontournable des 
adeptes du quiet luxury. Après plusieurs années de domination des manteaux 
longs et structurés, la silhouet...
Lire la suite de l'article sur Elle.fr",0
"Peaux matures : l’astuce d’un maquilleur pour appliquer l’anticernes sans marquer les ridules Pour camoufler les cernes et les petites imperfections, l'anticernes n'a 
pas son pareil. En effet, ce dernier fait partie des produits de 
prédilection d'un bon nombre de femmes et se retrouve dans les vanity du 
monde entier. Mais voilà. Pour tirer un...
Lire la suite de l'article sur Elle.fr",0
"« Ils ne sont pas nés avec la vie privée » : Angelina Jolie se confie sur la notoriété de ses enfants Une famille sous le feu des projecteurs. Angelina Jolie est à l'affiche du 
biopic sur Maria Callas, une figure importante de l'opéra. Ce long-métrage 
réalisé par Pablo Larraín sera à découvrir à partir du 5 février 2025 dans 
les salles françaises. De...
Lire la suite de l'article sur Elle.fr",0
"Vivian Jenna Wilson, la fille d'Elon Musk qui veut quitter les États-Unis ""Je ne vois pas mon avenir aux États-Unis. "" C'est par ses mots que Vivian 
Jenna Wilson a indiqué sa volonté de quitter son pays à la suite de la 
victoire de Donald Trump à l'élection présidentielle américaine. Or, cette 
femme de 20 ans n'est pas n'i...
Lire la suite de l'article sur Elle.fr",0
"Cet hiver, le cardigan sculpté est la pièce clé d'un look élégant Exit les pulls oversize : cet hiver, le cardigan sculpté s'impose comme la 
pièce maîtresse d'un style chic et minimaliste. Idéal pour un dîner raffiné 
ou une journée au bureau, il allie élégance et modernité avec brio. Déjà 
adopté par les modeuses et...
Lire la suite de l'article sur Elle.fr",0
"Passer au blond après 50 ans ? Les pièges à éviter selon une coiffeuse de stars Piège numéro 1 : un blond uniforme, l'ennemi à abattre Le secret d' un 
blond tendance à tout âge : le contraste. Un blond sans relief est un 
ticket gagnant pour un teint fatigué et une couleur dépassée. "" Quand on 
veut passer au blond à la cinquantai...
Lire la suite de l'article sur Elle.fr",0
"Combien faut-il gagner pour acquérir son indépendance financière ? Un million d'euros, 5 000 € de revenus passifs, être rentière à 40 ans... 
L'indépendance financière fait rêver. Mais ces chiffres peuvent vite 
décourager. Et si on changeait de perspective ? L'indépendance financière 
pourrait être plus accessible que...
Lire la suite de l'article sur Elle.fr",0
"Ce que valent les sites d'éducation sexuelle pour enfants Olie Éducation Site très complet, Olie s'adresse aussi bien aux parents 
qu'aux enseignants. Les manières de s'informer sont nombreuses. Il y a 
d'abord un blog, avec quelques articles sur l'éducation sexuelle, qui 
abordent des sujets variés, comme la ...
Lire la suite de l'article sur Elle.fr",0
"Ma première fois (la partouze) : Irène, « Tous ces corps qui ne font qu'un, c'est… cosmique » Mariée, en couple hétéro, j'avais bien essayé de mettre le sujet sur le 
tapis, mais force était de constater que mon partenaire n'était pas du 
réceptif. Quand j'ai divorcé, j'ai pensé presque tout de suite que j'allais 
enfin pouvoir m'éclater et réal...
Lire la suite de l'article sur Elle.fr",0
"Soumission chimique : une infraction pénale dédiée au Royaume-Uni La soumission chimique est un sujet qui alerte les pouvoirs publics, bien 
au-delà de la France. Preuve en est que le Royaume-Uni prévoit de créer une 
infraction pénale spécifique pour réprimer le fait de droguer quelqu'un à 
son insu, afin de mieux pr...
Lire la suite de l'article sur Elle.fr",0
"Les excuses tardives de la collégienne au procès Samuel Paty : « J'ai détruit votre vie » Une parole que la famille de Samuel Paty n'espérait plus. La collégienne à 
l'origine du mensonge qui a coûté la vie au professeur 
d'histoire-géographie leur a enfin présenté ses excuses à la barre, ce 
mardi 26 novembre, devant la cour d'assises spéci...
Lire la suite de l'article sur Elle.fr",0
"« Vivre avec Picasso » : quand Françoise Gilot révélait la cruauté du peintre Françoise Gilot voit le jour en 1921 au cœur de Neuilly, dans un milieu 
bourgeois. Malgré la réticence de son père, elle s'adonne très tôt à la 
peinture et expose. Alors âgée de 21 ans en mai 1943, elle rencontre Pablo 
Picasso de quarante ans son aîn...
Lire la suite de l'article sur Elle.fr",0
"Gwyneth Paltrow dévoile comment adopter la tendance « quiet luxury » cet hiver Tout au long de l'année 2023, Gwyneth Paltrow s'est révélée être l'une des 
principales ambassadrice de la tendance "" quiet luxury "". Un rôle qu'elle 
continue d'endosser en 2024, prouvant que cette esthétique raffinée et 
minimaliste est loin de s'esso...
Lire la suite de l'article sur Elle.fr",0
"Est-ce que tout le monde devient un « floater friend » avec l’âge ? Les amitiés adultes seraient-elles idéalisées dans la fiction ? "" New Girl 
"" et son groupe de potes-colocataires inséparables; "" Sex And The City "", 
ou LA bande de filles iconique qui vieillissent ensemble; "" Girls "" et ses 
amies pour la vie : dans l...
Lire la suite de l'article sur Elle.fr",0
"Guerre au Proche-Orient : « Cette guerre n'est pas la nôtre », réagit le couturier franco-libanais Rabih Kayrouz "" Depuis une semaine, j'ai mal. Mon pays est en guerre, et chaque blessure 
enfouie refait surface, crue et déchirante. "" Ainsi résonnaient les 
premières phrases d'un long message de Rabih Kayrouz posté sur Instagram le 
26 septembre dernier, neuf jour...
Lire la suite de l'article sur Elle.fr",0
"Comment fabriquer un cache-pied pour le sapin de Noël ? Ça y est, vous êtes arrivée à cette période savoureuse de l'année où le Roi 
des forêts trône avec majesté dans la maison. Vous avez prévu toute la 
décoration de Noël : boules et guirlandes dans les branches, couronne 
devant la porte, photophores, cal...
Lire la suite de l'article sur Elle.fr",0
"Bluffer vos invités avec ces 35 desserts de fête Privilégier les ingrédients de fêteIl suffit de quelques tours de 
passe-passe — et surtout des bons ingrédients — pour transformer une banale 
recette en un somptueux dessert. La meringue du célèbre mont-blanc se pare 
ainsi d'une chantilly à la crème ...
Lire la suite de l'article sur Elle.fr",0
"Le secret que vous n’oserez jamais avouer selon votre signe astrologique Ils l'emporteront dans la tombe. Du Bélier au Poissons, chacun cultive son 
petit jardin secret. Un charmant lopin de terre où ils enterrent leurs 
casseroles et s'entraînent pour vous jouer du pipeau. Comme Axel Bauer, on 
a demandé aux membres du zodi...
Lire la suite de l'article sur Elle.fr",0
"Dîner d’automne : 5 recettes faciles avec la courge butternut L'automne rime avec courge, citrouille, butternut. On en voit partout, à 
Halloween, jusque dans nos boissons chaudes comme le Pumpkin Spice Latte. 
Si on la retrouve partout en automne, c'est parce qu'elle est de saison et 
possède d'énormes qualités. ...
Lire la suite de l'article sur Elle.fr",0
"Charles III : le prix exorbitant de son couronnement dévoilé Le 6 mai 2023 est une date spéciale pour l'Angleterre. Il s'agit du 
couronnement du 62ème monarque britannique, le roi Charles III. Ce jour 
important "" apprécié par des millions de personnes, au Royaume-Uni et à 
travers le monde, (...) qui a égalemen...
Lire la suite de l'article sur Elle.fr",0
"Potimarron, potiron, butternut : peut-on manger la peau des courges ? L'automne marque le grand retour des courges dans nos assiettes, et parmi 
elles, les incontournables potimarron, potiron ou encore butternut. Ces 
légumes, appréciés pour la texture et douceur de leur chair, se déclinent 
autant en purées, soupes, grat...
Lire la suite de l'article sur Elle.fr",0
"Teddy Riner : qui est sa compagne Luthna Plocus ? "" Sans elle, rien n'est possible. "" Ces mots, prononcés par Teddy Riner 
dans les colonnes de "" Paris Match "" en juillet dernier, témoignent à eux 
seuls de la place si spéciale que tient sa compagne Luthna Plocus dans sa 
vie. Il faut dire que si le ju...
Lire la suite de l'article sur Elle.fr",0
"« Il est aussi complexe et simple que moi » : Jenifer se confie sur son ex-compagnon Maxim Nucci La chanteuse Jenifer est de retour avec un album best-of surprenant 
intitulé "" Jukebox "". Elle entamera ensuite une tournée du même nom. Pour 
l'occasion, la chanteuse s'est confiée sur l'enregistrement de cet opus 
dans les colonnes de "" Télé 7 Jours ...
Lire la suite de l'article sur Elle.fr",0
"Pourquoi l’effet yo-yo est-il si fréquent après une perte de poids, selon les chercheurs Après un régime restrictif, certains patients ont la déception de reprendre 
les kilos perdus. Derrière ce phénomène bien connu, un nom : l'effet yo-yo. 
Un symptôme fréquent observé notamment après une perte de poids rapide, où 
le poids perdu est repr...
Lire la suite de l'article sur Elle.fr",0
"Anti-âge : la gestuelle liftante pour appliquer votre crème de jour selon une pro Si votre routine de soin quotidienne est déjà bien rodée, avez-vous la 
gestuelle adaptée pour en démultiplier les effets ? Jeanne Casimir, 
facialiste aux commandes de la masterclass "" La beauté du geste "", signée 
Elizabeth Arden, nous prodigue ses pr...
Lire la suite de l'article sur Elle.fr",0
"Usine Toyota : « Une recette japonaise miracle pour augmenter la production dans le Nord » La 5 millionième Yaris produite dans l’usine d’Onnaing a permis de célébrer 
le succès du constructeur automobile japonais. Mais le manque de certitudes 
sur l’avenir du site à l’heure des voitures électriques ternit un peu la 
fête, décrit Isabelle Chaperon, journaliste économique au « Monde ».",0
"« World of Warcraft » a 20 ans : entre tendresse et regrets, ces joueurs qui ont décroché Si « World of Warcraft » a séduit des millions de joueurs en deux 
décennies, il a aussi eu le temps d’en perdre. Qu’ils soient partis à cause 
du travail, pour passer du temps avec leur famille ou par simple lassitude, 
ils nous racontent pourquoi ils ont renoncé à parcourir le monde d’Azeroth.",0
"Taxes chinoises : pourquoi le cognac se retrouve sur le devant de la scène 

Emmanuel Macron a déclaré, mardi 19 novembre, qu’ils étaient convenus avec 
le président chinois Xi Jinping de « trouver une issue favorable » à la 
taxation du cognac imposée par Pékin. Depuis quelques mois, ce produit 
charentais typique se retrouve sur le devant de la scène internationale.
",0
"Lycéens professionnels cherchent mentors 

Pour favoriser l’insertion des élèves de lycées professionnels, 
l’association C’Possible mène des actions d’accompagnement individuel. Face 
à la demande croissante, elle lance un appel aux bénévoles dans les 
colonnes de La Croix, qui a mené l’enquête auprès des jeunes et de leurs 
mentors.
",0
"Gabriel Attal : face au harcèlement scolaire, l’ex-premier ministre lance l’association « Faire face » 

À la veille de la Journée nationale de la lutte contre le harcèlement à 
l’école, l’ex-premier ministre Gabriel Attal lance, mercredi 6 novembre, 
son association Faire face pour agir sur cette cause. Avec un objectif : 
montrer que celle-ci reste sa priorité, même s’il n’est plus à Matignon.
",0
"Douvaine : des études et des travaux à l’école maternelle jusqu’au moins 2027 ! Il y a un peu moins d’un an, l’isolation du plafond de l’école maternelle 
s’effondrait. Des diagnostics complets étaient nécessaires pour estimer 
l’ampleur des travaux. Arrivés cet été, les résultats laissent entendre 
qu’il faudra du temps et de l’argent pour retrouver une école fonctionnelle.",0
"Douvaine : des études et des travaux à l’école maternelle jusqu’au moins 2027 ! Il y a un peu moins d’un an, l’isolation du plafond de l’école maternelle 
s’effondrait. Des diagnostics complets étaient nécessaires pour estimer 
l’ampleur des travaux. Arrivés cet été, les résultats laissent entendre 
qu’il faudra du temps et de l’argent pour retrouver une école fonctionnelle.",0
"La pernicieuse offensive en justice de Marine Le Pen La cheffe de file du RN tente de transformer le procès des assistants des 
eurodéputés du Front national en un procès politique. Elle et les 
responsables de son parti, qui ne cessent de dénoncer le laxisme 
judiciaire, sont malvenus à contester la rigueur du droit dès lors qu’ils 
sont concernés.",0
"Mariage, la tentation de la surenchère 

Les mariages sont de plus en plus rares. Mais en même temps de plus en plus 
festifs, personnalisés et surtout onéreux, donnant lieu à de nouveaux 
rituels popularisés par les réseaux sociaux : faut-il y voir une quête de 
sens ou le symptôme d’une société qui valorise la mise en scène de soi ?
",0
"Travail forcé sur l’île de Sado : un énième contentieux historique entre Tokyo et Séoul La Corée du Sud a refusé d’envoyer ses représentants pour assister à un 
événement rendant hommage aux travailleurs des mines d’or de l’île de Sado, 
site inscrit au patrimoine mondial de l’Unesco depuis juillet. Un différend 
de nature à menacer la politique de rapprochement entre Séoul et Tokyo.",0
