texte,label
vallée d'aulps arrêté deux fois deux semaines dealer condamné entre mi septembre début octobre homme a contrôlé deux fois positif produits stupéfiants chez éléments indiquant qu'il livrait trafic drogue mené condamnation devant tribunal thonon,0
après décennies diabolisation l'inde veut réapproprier cannabis culture culture cannabis dont variété psychoactive justement surnommée chanvre indien officiellement interdite inde quand bien plante largement consommée sous plusieurs formes état lieux d'un paradoxe,0
cop bakou l'ombre donald trump partout délégation américaine ménage efforts négociations mondiales climat avant retour républicain maison blanche assure états unis désengageront sans forcément convaincre,0
pouvons faire l'amour partout maison n'importe quelle heure ans nouvelle lune miel cinquantaine n'a bonne réputation plan sexuel c'est pourtant l'âge où enfants s'envolent carrière rails contraception cesse d'être souci bref moment idéal re découvrir plaisir,0
sécheresse guyane situation deviendra probablement habituelle prochaines décennies fin octobre préfecture guyane a lancé plan gestion crise faire face sécheresse historique philippe aliaga chef bureau météo france guyane analyse causes conséquences manque d'eau,0
trump plus chouette qu'on pense confidences boris johnson sans chaînes sans remords figaro a rencontré l'ancien premier ministre britannique publie mémoires français renie rien brexit confie trump l'ukraine lâche pairs conservateurs comme dirigeants français,0
mosab abu toha poète dit maux gaza depuis etats unis où s'est exilé après octobre l'écrivain palestinien mosab abu toha relaie vivent gazaouis dernier recueil poèmes vient paraître anglais précédent d'être traduit français,0
titres restaurant continuent bénéficier largement secteur restauration étude révélée lundi novembre commission nationale titres restaurant révèle habitudes dépenses bénéficiaires secteur restauration reste largement tête pistes d'amélioration existent,0
crise industrielle lent déclin chimie européenne confrontée prix élevés l'énergie dumping chinois faiblit normes n'ont concurrents chimie grandes difficultés france emplois pourraient disparaître trois ans,0
l'émigration légale vers pays riches a atteint niveau record près d'un tiers pays l'ocde enregistré nette augmentation l'immigration légale l'année dernière tendance reflète forte demande main d' uvre pays plus prospères explique financial times,0
bénéficiaires l'intéressement chronique juriste francis kessler rappelle modalités mise uvre l'intéressement l'échelle d'une entreprise effet formules calcul définition bénéficiaires peuvent mener contentieux,0
couple reste idéal jeunes jeunes croient toujours l'amour veulent vivre deux si façon d'envisager couple a évolué s'il reste dominant cet idéal concrétise pluralité formes relations intimes selon étude l'ined,0
cop bakou négociations s'enlisent l'ue sous pression faute d'accord financement l'aide pays pauvres perspective d'un échec grandit l'union européenne doit dire combien prête payer aider pays développement étape clé débloquer négociations,0
absolument magnifique beauté époustouflante nouveau portrait officiel felipe letizia d'espagne dévoilé immortalisés photographe annie leibovitz nouveau officiel dévoilé mardi novembre felipe letizia d'espagne déclenché frénésie fans royaux hors temps restera coup sûr gravé l'histoire,0
musiques actuelles pays loire demander d'être rentables c'est comme demander l'école justice l'être présidente région pays loire a annoncé intention tailler tous azimuts budget culture première ligne institutions musique actuelle dénoncent décision arbitraire dangereuse avenir,0
abrogeons contrôle d'identité proposition douce dibondo essayiste vérifications d'identité police visent grande majorité jeunes racisés forme violente discrimination faut mettre fin procédures modifiant code pénal recommande l'essayiste afroféministe,0
paris facture olympique milliard d'euros forces l'ordre préparation l'encadrement l'événement l'été représenté dépenses millions d'euros police entre millions gendarmerie entre selon rapport sénatorial,0
l'engorgement ulis symbole difficultés politique d'inclusion scolaire france si nombre unités accueillant élèves dont handicap permet suivre enseignement continu classe ordinaire constante augmentation elles parviennent satisfaire besoins grandissants,0
allemagne olaf scholz joue solistes l'ukraine sauver tête après refus livrer missiles croisière taurus kyiv coup téléphone raté poutine chancelier isolé europe aussi allemagne où candidature élections février plus plus contestée,0
mercosur députés français veulent rappeler opposition l'accord alors colère agricole monte contre l'accord entre l'union européenne mercosur gouvernement barnier a pris l'initiative d'organiser mardi novembre débat vote députés sujet initiative rare,0
liban bord l'effondrement alerte josep borrell chef diplomatie européenne visite beyrouth lendemain d'une frappe israélienne a fait morts ur capitale libanaise haut représentant l'union européenne affaires étrangères sécurité a plaidé cessez feu immédiat,0
sites rencontres russes l'uniforme a cote depuis début guerre ukraine militaires russes particulièrement courtisés femmes sites groupes rencontres ligne ailleurs connu augmentation exponentielle quelques dérives,0
nicolas dubourg président démissionnaire syndeac service public culture situation extrêmement critique celui dirigeait depuis première organisation d'employeurs spectacle vivant subventionné dénonce entretien monde gel budget ministère prévu attaques politiques contre aides secteur,0
bayern munich psg parisiens s'inclinent nouveau ligue champions voient qualification s'éloigner club capitale situation très délicate après défaite pelouse bayern munich mardi options prises luis enrique match contre productives l'image choix gardien titulaire,0
l'historien résistant marc bloch va entrer panthéon emmanuel macron a annoncé samedi novembre l'occasion d'un déplacement commémoratif strasbourg nation allait rendre hommage l'auteur l'étrange défaite fusillé l'occupant allemand après avoir torturé,0
rugby vii antoine dupont désigné meilleur joueur l'année lors world rugby awards antoine dupont a désigné dimanche novembre meilleur joueur rugby vii l'année toulousain spécialiste rugby xv passé vii jeux olympiques où s'est avéré décisif,0
j'ai ans veux m'expatrier maximilian wiese jeune lycéen allemand explique pages stern pourquoi amis rêvent quitter pays entre montée l'extrême droite crise climatique l'avenir semble plus plus sombre europe,0
haute loire bonne entente circonstance entre wauquiez retailleau très médiatique ministre l'intérieur s'est rendu vendredi terres patron députés droite républicaine l'occasion tourner page difficultés affrontements passés célébrer amitié,0
droits douane imposés donald trump canada risque gros échanges l'annonce trump d'imposer taxe produits canadiens a semé panique ottawa si menace mise exécution canada beaucoup perdre car trois quarts exportations aboutissent etats unis,0
hommes femmes nés radicalisés france doivent répondre pénalement responsabilité sol français collectif victimes attentats d'avocats français détenus irak victimes terrorisme demandent tribune monde autorités françaises rapatrier prisonniers assurer jugement l'hexagone,0
l'on sait vol données médicales personnes plateforme commune plusieurs établissements santé français pourrait avoir fait l'objet d'une intrusion nom prénom date naissance adresse aussi allergies prescriptions données dérobées parfois très sensibles,0
disparition boualem sansal jean christophe rufin appelle l'académie française élire d'urgence l'écrivain alors l'auteur franco algérien boualem sansal connu positions très critiques envers pouvoir arrêté samedi novembre arrivée alger jean christophe rufin exprime v u rendre plus vite immortel,0
budget sécurité sociale droite parlementaire renonce sept heures travail supplémentaires sans rémunération actifs laurent wauquiez président groupe droite républicaine l'assemblée nationale annonce accord sénateurs lr assure droite soutiendra l'abandon cette mesure votée sénat mercredi commission mixte paritaire,0
patron d'une société informatique accusé d'espionner notaires surveiller concurrents dizaines notaires l'ouest france découvert script installé insu sein leurs boîtes mails celui ci devait rediriger certains leurs courriers électroniques vers prestataire informatique,0
starship nouveau test mégafusée spacex échoue premier étage tombe mer après décollage contrairement prévu spacex a renoncé rattraper l'aide bras mécaniques premier étage mégafusée a fini course mer quelques minutes après décollage donald trump présent lancement,0
paca conseil régional enquête l'utilisation d'un bureaux comme base arrière député rn région provence alpes côte d'azur a annoncé vendredi novembre lancement d'une enquête interne concernant activités sein locaux mis disposition rassemblement national pu profiter député franck allisio,0
a londres milliers d'agriculteurs manifestent contre projet taxe succession manifestants réunis mardi novembre devant downing street exprimer colère contre taxe voulue gouvernement travailliste selon grande majorité exploitations agricoles affectées,0
procès pierre palmade après l'emballement cirque médiatique s'installe tribunal melun centaine journalistes attendus tribunal correctionnel seine marne mercredi novembre assister procès l'humoriste retour emballement médiatique questionne limites métier journaliste,0
hors jeux pelle but refusé déroute domicile kylian mbappé passe côté premier clasico face barça l'attaquant français real madrid a vécu soirée calamiteuse samedi octobre premier choc face barcelone depuis arrivée espagne rencontre s'est soldée victoire rival catalan terrain madrilène,0
football juventus annonce départ paul pogba suspendu dopage juventus turin va mettre terme fin novembre contrat milieu terrain français paul pogba suspendu dopage jusqu'en mars a annoncé vendredi novembre club plus titré football italien communiqué,0
israël gouvernement nétanyahou tente faire taire journal ha'aretz cabinet israélien a approuvé boycott éditorial financier principal journal d'opposition l'état hébreu nouvelle étape vers démantèlement démocratie israélienne réagit journal très hostile premier ministre,0
ans après jo vancouver martin fourcade va récupérer sixième titre olympique retraité depuis biathlète français martin fourcade va récupérer sixième médaille d'or cette restitution intervient après confirmation suspension russe evgeny ustyugov sacré champion olympique mass start,0
cop texte provisoire déçoit projet d'accord non chiffré a proposéle novembre matin présidence azerbaïdjanaise cop plus tard journée certaines délégations exprimé colère déception l'occasion d'une assemblée plénière,0
impôt revenu fisc obligé d'accepter corrections déclaration l'administration fiscale réserve désormais droit refuser corrections apportées ligne déclaration revenus d'impôt fortune immobilière note emmanuelle féna lagueny avocate counsel chez cms francis lefebvre,0
rapport médical prouve boxeuse algérienne imane khelif homme plusieurs articles presse s'appuient rapport médical checknews n'a pu identifier moment afin d'assurer l'athlète olympique cible d'une campagne harcèlement conservatrice transphobe n'est fille,0
a possible suspension chantier examinée tribunal administratif toulouse tribunal a examiné lundi novembre recours déposés opposants l'autoroute contre l'autorisation environnementale accordée mars rapporteure publique s'est prononcée l'annulation feu vert donné l'etat,0
régulation tech l'ia l'élection trump met pression l'ue retour républicain maison blanche pourrait compliquer projets régulation contenus internet promus l'union européenne face géants américains numérique observe alexandre piquard chronique monde,0
invasion russe ukraine mille jours après l'union fait forte profitant feu vert joe biden kyiv a bombardé russie mardi marquer mille jours l'invasion russe face l'enlisement conflit l'ue a renouvelé soutien volodymyr zelensky s'exprimait devant parlement européen,0
face chaos l'appel désespéré haïti l'onu alors crise politique s'aggrave port prince plus jamais proie gangs l'ambassadeur haïtien l'onu a demandé appui plus conséquent mission kényane d'appui sécurité présente depuis plusieurs mois,0
tennis rafael nadal serein l'heure retraite a sonné rafael nadal devenu mardi novembre malaga deuxième membre big tennis ranger raquettes bon après carrière ans joueur espagnol a reçu félicitations gratin tennis sport mondial,0
cancer poumon vaccin thérapeutique donne résultats positifs société française biotechnologie a présenté lundi septembre résultats positifs d'un vaccin thérapeutique démontre chez patients atteints cancer poumon baisse risque décès rapport chimiothérapie,0
sexualité français âge premier rapport masturbation diversité pratiques enseignements retenir l'enquête l'inserm l'institut national santé recherche médicale inserm a présenté novembre nouvelle grande enquête sexualité français première depuis dix sept ans vie intime concitoyens a beaucoup évolué,0
demande naïvement pourquoi tant gens voté trump qu'ils aimé c'est justement qu'il n'était rien modèle jean yves heurtebise docteur philosophie considère tribune monde retour pouvoir l'ancien président etats unis marque nihilisme signifie l'entrée l'ère décivilisation urs,0
réchauffement climatique chaleur record océans a aggravé ouragans l'atlantique hausse températures océaniques a augmenté vitesse maximale vents tous ouragans l'atlantique selon étude publiée mercredi novembre confirmant dérèglement climatique amplifie puissance tempêtes,0
grande pièce où gens nus cher révèle avoir invitée salvador dalí chez juste après orgie première partie mémoires publiés novembre chanteuse cher revenue première rencontre l'artiste surréaliste salvador dalí visite chambre d'hôtel new york qu'elle n'oubliera probablement jamais,0
parlement européen accord trouvé douleur vue d'approuver nouvelle commission après longs débats parlement européen bruxelles droite centre sociaux démocrates mis d'accord mercredi novembre approuver nouvelle équipe commission vote lieu novembre strasbourg,0
bruno retailleau avance quelques pistes réformes lutter contre narcotrafic a veille d'une visite marseille ministres l'intérieur justice sujet voix s'élèvent police demander muscler dispositif actuel jugé inefficace face l'emprise grandissante trafic drogue,0
anticoagulants anti inflammatoires duo risque étude danoise confirme combinaison d'anticoagulants d'anti inflammatoires non stéroïdiens ains comme l'ibuprofène augmente significativement risque saignements internes notamment gastro intestinaux cérébraux pulmonaires,0
vendée globe deuxième semaine éprouvante nerfs marins vendée globe composé toute semaine zones sans vent difficiles décrypter puis sautes d'humeur d'un pot noir court sévère avant toucher enfin alizés poussent vitesse grand v vers sud,0
suisse habitants canton bâle approuvent référendum financement l'eurovision dimanche novembre parmi votations programme habitants canton bâle celui d'un crédit millions francs suisses financer cérémonie d'organisation l'eurovision vote approuvé l'unanimité,0
suisse habitants canton bâle approuvent référendum financement l'eurovision dimanche novembre parmi votations programme habitants canton bâle celui d'un crédit millions francs suisses financer cérémonie d'organisation l'eurovision vote approuvé l'unanimité,0
fournissons monde entier toxiques interdisons fermes acceptons voir revenir supermarchés député écologiste nicolas thierry dénonce tribune monde manque volonté gouvernements français successifs lutter contre l'utilisation pesticides pourtant interdits europe crée concurrence déloyale,0
sécurité sociale comment sénateurs remanié budget sénat doit approuver mardi novembre budget sécurité sociale qu'il a fortement remanié forçant gouvernement compromis baisse atténuée allègements charges fâche macronistes particulièrement scrutée,0
pétition virale réclame nouvelles législatives royaume uni l'initiative doit déboucher débat parlement n'obtiendra gain cause assure presse britannique autant succès pétition traduit ras bol auquel gouvernement travailliste ferait mieux prêter attention,0
zimbabwe soif gagne villes alors qu'une large partie l'afrique australe proie sécheresse historique depuis mois zimbabwe deux plus grandes villes pays n'ont presque plus d'eau crise révèle également gestion désastreuse autorités,0
gouvernement écarte demande loi cadre intégrale contre violences sexuelles coalition organisations féministes enfantistes syndicales souhaitait loi cadre intégrale lutter contre violences sexuelles toutes leurs dimensions jugeant législation actuelle morcelée incomplète,0
réforme retraites tentative d'abrogation lfi compromise pluie d'amendements près amendements déjà déposés notamment droite macronistes vue journée d'initiative parlementaire france insoumise prévue jeudi novembre rend incertaine mise vote texte avant minuit,0
après l'anglais français nigel richards devient champion monde scrabble espagnol sans parler langue néo zélandais devenu lundi novembre champion monde scrabble hispanophone après avoir appris ur dictionnaire mots admis débarqué manière scène francophone tout raflé passage,0
vendée globe navigateurs face pièges pot noir marins course solitaire autour monde vont aborder mercredi novembre cette zone niveau l'équateur réputée sautes d'humeur où peuvent succéder moments calme plat grains tempétueux dévastateurs,0
éducation résultats inquiétants quatrième après évaluations nationales ministère l'éducation nationale a présenté jeudi novembre bilan évaluations nationales collège lycée passées élèves septembre si résultats sixième stables ceux quatrième inquiétants,0
bien être nathan hill conte l'amérique d'aujourd'hui l'amour peut résister temps thème éternel nathan hill livre grand roman américain moderne fois empathique drôle profond l'auteur stars festival america déroule septembre vincennes,0
faut avoir peur l' orechnik nouveau missile russe officiels médias moscou cessent vanter mérites nouveau missile moyenne portée présenté comme réponse frappes d'atacms storm shadow russie experts compris russes beaucoup moins catégoriques,0
camille aumont carnel publie dico sexualité peut sortir tabou sans nommer choses créatrice compte instagram jemenbatsleclito camille aumont carnel sort dictionnaire mots désignant situations intimes qu'on a tous vécues sans savoir nommer nouvel obs décrypte quelques unes expressions,0
nouveau front populaire s'approche point rupture alors chute gouvernement michel barnier devient plus plus plausible déchirements entre insoumis socialistes multiplient sous regard impuissant écologistes question divorce avance esprits,0
libération georges ibrahim abdallah suspendue appel parquet national antiterroriste tribunal d'application peines a ordonné vendredi libération prisonnier terrorisme condamné réclusion perpétuité détenu depuis quarante ans libanais georges ibrahim abdallah ans devra attendre décision appel,0
leni riefenstahl cinéaste d'adolf hitler habile propagandiste d'elle jusqu'à mort cinéaste allemande iii reich n'a cessé dépeindre artiste apolitique sans lien l'idéologie nazie salle novembre documentaire fondé l'exploration archives fait sort mythe,0
mercosur europe quels pays contre cet accord commercial l'origine colère agriculteurs français alors paris dénonce signature cet accord libre échange plusieurs pays d'amérique sud d'autres pays membres l'union européenne émettent également réserve a l'inverse certains favorables libération fait point,0
arcelormittal envisage fermer deux sites france arcelormittal annonce mardi novembre envisager l'arrêt deux petits sites france reims denain pouvant affecter emplois sidérurgiste évoque contexte économique difficile chez clients l'industrie l'automobile,0
judith duportail j'ai créé famille sans homme position toute puissance longtemps journaliste judith duportail a vécu l'angoisse pouvoir avoir d'enfant puis ans a décidé lancer pma solo parcours lequel revient livre dédié maternités rebelles,0
premier league après drogue insultes l'arbitre david coote soupçonné corruption david coote tourmente l'arbitre anglais suspendu soupçons consommation drogue propos déplacés qu'il proférés sujet l'ancien entraîneur liverpool jürgen klopp désormais soupçonné corruption,0
coca cola visé plainte greenwashing pendant jeux olympiques paris l'association france nature environnement a déposé plainte pratiques commerciales trompeuses contre multinationale car estime promesses réduction d'usage plastique nature induire erreur consommateur,0
crise l'eau mayotte usine dessalement charge détriment l'environnement remédier déficit structurel d'eau potable l'île autorités misent construction accélérée d'une usine désalinisation d'eau mer l'installation industrielle risque d'avoir lourds impacts environnementaux lagon,0
guerre ukraine stratégie voisin fou président russe a revendiqué tir d'un missile d'un nouveau type contre l'ukraine adopte rhétorique apocalyptique plus plus confuse stratégie soigneusement mise uvre accentuer pression ukrainiens occidentaux,0
loi anti déforestation etats membres l'union européenne contre l'assouplissement texte alors report d'un an loi contre déforestation importée a acté mi novembre parlement européen etats membres prononcés mercredi novembre contre l'assouplissement texte soutenu droite l'extrême droite,0
pacs célèbre ans cinq chiffres comprendre évolution novembre marque ans pacs pacte civil solidarité adopté france après nombreux débats inquiétudes d'abord minoritaire parmi couples s'est démocratisé jusqu'à rivaliser chiffres mariage,0
japon tendance agences démission an travailleur japonais six a fait appel agence quitter emploi selon the guardian tendance croissante alimentée pénurie main d' uvre changement d'attitude jeunes générations vis vis travail,0
baltique guerre nerfs sous marine deux câbles télécoms sectionnés pleine mer quelques heures d'intervalles novembre derrière incidents plus plus récurrents plane l'ombre d'un sabotage selon plusieurs etats riverains pointent doigt russie,0
face mandat d'arrêt cpi visant nétanyahou l'occident divisé tandis bombes continuent tomber gaza pays occidentaux clamaient leurs divisions face décision cour pénale internationale d'émettre mandats d'arrêt contre premier ministre israélien ancien ministre défense,0
vendée globe affaire stratégie nerfs marins mis rude épreuve depuis début course météo très changeante n'aidant définir options claires si petit jeu nicolas lunven puis jean cam pu tenter diable certaine réussite,0
lève h tous jours compte temps lucile prof écoles détaille emploi temps après l'attaque nicolas sarkozy l'ex chef l'etat a récemment porté violente charge contre temps travail enseignants vieille lune droite assurant statut professeur écoles c'est vingt quatre heures semaine six mois l'année,0
fait qu'est qu'une espèce tout monde croit pouvoir répondre cette question pourtant définitions varient selon spécialités scientifiques chercheurs naviguent entre disciplines décrire dynamique vivant protéger mieux biodiversité menacée,0
l' antiwokisme fatras bien pratique pro trump honteux pouvant applaudir france victoire d'un milliardaire multicondamné vulgaire raciste droite extrême droite réjouissent défaite gauche wokiste sans jamais assumer qu'ils mènent là guerre culturelle raciste sexiste,0
flore benguigui ancienne chanteuse l'impératrice dénonce emprise humiliations fait perdre voix l'ancienne frontwoman raconte samedi novembre entretien vidéo mediapart pourquoi a quitté groupe pop français décrit environnement où faisait rabaisser humilier sensation d'isolement très forte,0
tennis table félix lebrun signe montpellier plus belle victoire carrière a domicile champion ans e mondial coqueluche français frère alexis depuis jeux a remporté dimanche octobre wtt champions montpellier tournoi niveau mondial jamais français n'avait réussi tel exploit,0
donald trump recrute membres administration plateaux télévision parmi personnes choisies futur locataire maison blanche rejoindre administration figurent plusieurs présentateurs célébrités petit écran attelage dit long fascination donald trump télévision,0
vivre sans sexe ça dérangerait pourquoi jeunes couples font plus l'amour concurrence écrans prise compte consentement nouveau rapport sexualité enquête l'ifop publiée début février estime français notamment jeunes font moins l'amour va jusqu'à parler récession sexuelle,0
haute savoie d'après président chambre d'agriculture l'ambiance fermes morosité malgré bonnes nouvelles monde agricole haut savoyard comme cours élevé commerce ovins encore augmentations prix lait dernières années agriculteurs gros patate fait situation actuelle,0
haute savoie d'après président chambre d'agriculture l'ambiance fermes morosité malgré bonnes nouvelles monde agricole haut savoyard comme cours élevé commerce ovins encore augmentations prix lait dernières années agriculteurs gros patate fait situation actuelle,0
quatre mesures mettre uvre combattre plastique chercheurs américains évalué politiques envisagées lutter contre déchets plastiques découvert qu'une combinaison quatre mesures alliant recyclage plafonnement production taxes efficacité remarquable,0
révolution végétarienne restos u grenoble étudiants grenoblois possibilité choisir plat sans viande depuis l'offre dépasse désormais émissions gaz effet serre centre régional uvres universitaires scolaires baissé record,0
affaire paul pogba ouverture procès six proches footballeur extorsion enlèvement séquestration cinq amis d'enfance frère footballeur comparaissent mardi novembre mardi décembre devant chambre tribunal correctionnel paris tentative d'extorsion dont a victime l'international français ans,0
influenceur métier s'internationalise mal stars plus suivies réseaux sociaux rarement célébrités nées net cause difficile s'exporter hors frontières pays d'origine constate pauline croquet chronique sous influences,0
terrible bilan enfants blessés gaza outre dizaines milliers morts guerre israélienne a fait plus blessés parmi habitants gaza dont beaucoup d'enfants the new york times allé rencontre ceux chance d'être évacués opérés qatar,0
j'ai cru qu'il mort l'angoisse familles lorsque grands parents tardent donner nouvelles non réponse peut vite devenir source d'inquiétude d'angoisse proches reflétant peur mort d'une difficulté parent pourrait surmonter seul certains parents âgés prennent bienveillance d'autres peu moins,0
brigitte autran sait depuis toujours grandes épidémies souvent originaires monde animal directrice comité veille d'anticipation risques sanitaires covars interviendra lors table ronde santé humaine animale végétale a tiré leçons covid tiendra samedi novembre cadre néo terra,0
quand femme gagne plus l'homme couple a plus risque séparer l'institut national d'études démographiques ined a rendu publique lundi septembre étude lie première fois france différence revenus entre conjoints risque séparation reste comprendre raisons phénomène,0
attaque dnipro ukraine sait nouveau missile expérimental russe orechnik l'ukraine a d'abord affirmé qu'un missile intercontinental russe touché territoire première historique moscou évoque nouveau missile moyenne portée russe tandis washington qualifie portée intermédiaire,0
direct guerre proche orient après cessez feu liban l'autorité palestinienne espère qu'il contribuera arrêter violence proche orient premier jour trêve entre israël hezbollah premier ministre libanais a confirmé l'armée va renforcer déploiement sud israël but suprême reste libération otages gaza rappelle ministre défense,0
a toulouse sombre voyage d'automne bruno mantovani pays collabos jusqu'au novembre théâtre national capitole présente création mondiale troisième opéra compositeur français dont commanditaire uvre puisée sources l'histoire a vu écrivains français servir propagande nazie,0
fraudes aides publiques économies d'énergie thomas cazenave veut combattre l'éco délinquance fond soupçons détournement certificats d'économie d'énergie d'arnaques maprimerénov' député ancien ministre macroniste va déposer proposition loi lutter contre fraudes aides publiques transition énergétique,0
noël graët l'enquête harcèlement moral sexuel visant l'ex patron foot français classée sans suite l'ancien président fédération française football ciblé accusations harcèlement moral sexuel démissionné fonctions février après publication d'un rapport d'audit évoquant dérives comportement,0
l'assemblée nationale texte financement l'enseignement privé rejeté commission commission affaires culturelles l'assemblée nationale a rejeté mercredi novembre proposition loi député lfi paul vannier visant lier financement établissements scolaires privés critères mixité sociale élèves,0
droits douane coup poker trump l'utilisation barrières douanières comme outil diplomatie président élu américain risque générer l'inflation d'entraîner perturbations plan économique sans garantir fin trafics drogue l'arrêt l'immigration,0
intelligences artificielles génératives peuvent être perçues comme menace l'école avantage tenir distance l'affirmation caractère inéluctable diffusion l'ia n'est autre qu'une prédiction formulée grandes entreprises numérique affirme tribune monde serge pouts lajus consultant cabinet conseil education territoires,0
drogue héroïne littérature depuis rabelais évoquant xvi siècle certaines substances modifiant l'état conscience écrivains poètes n'ont cessé montrer intérêt drogues c'est ainsi beaucoup uvres devenues classiques composées sous psychotropes,0
violences faites femmes peut soigner hommes violents loi prévoit injonction soins auteurs violences peut vraiment guérir croix a interrogé spécialistes l'occasion journée internationale lutte contre violences faites femmes lundi novembre,0
faut qu'on parle muriel ans dialoguer permet d'avancer vie faut qu'on parle opération lancée croix brut permettra personnes opinions diverses d'échanger novembre muriel s'est inscrite but mieux comprendre jeunes générations éloignées d'elle politiquement,0
expatriés taxe sortie s'intensifie allemagne nouvelle réforme fiscale cible expatriés fortunés investisseurs étrangers mesure impose aussi investissements financiers crée forte incertitude fiscale ceux envisagent quitter pays explications die welt,0
dgse supprime très secret bureau affaires réservées cette entité existait depuis années sein direction générale sécurité extérieure a fait frais l'affaire alain duménil obscure man uvre d'intimidation menée contre homme d'affaires suite d'un conflit financier,0
handicap futur emploi l'alerte associations étudiantes deux enquêtes scolarité étudiants situation handicap menées fédérations cadre études santé sport pointent discriminations auxquelles font face derniers leurs appréhensions quant monde professionnel,0
filière luxe salaires restent bas chez sous traitants français cette industrie ultra rentable rémunérations surtout dopées primes bonus versés grands groupes côté fournisseurs concurrence italienne exigences marques créent tension maintient paie proche smic,0
airbnb combats gladiateurs colisée déclenchent levée boucliers italie l'entreprise locations courte durée entend proposer clients participer reconstitution spectacles l'empire romain contrepartie d'une enveloppe million d'euros nombre scientifiques habitants politiques s'y opposent,0
procès effondrements rue d'aubagne parti matin cartable soir n'y plus rien vie ouloume saïd hassani morte drame novembre a racontée mardi novembre barre procès homicide involontaire témoins surtout décrit l'existence brisée fils el amine sulleman alors ans,0
podcast pieds pèlerin objet tous soins comment vont pieds c'est question traditionnelle qu'échangent pèlerins compostelle ampoules tendinites affronter douleurs ressources seulement médicales aussi spirituelles croire saison épisode,0
pourquoi jours gouvernement barnier pourraient être comptés marine pen menace censurer gouvernement si celui ci maintient politique pousser bouton rouge ferait diversion ennuis judiciaires propre rumeurs c'est toujours concrétiser écrit quotidien belge soir,0
m'ont mis coffre voiture c'était coupé trois portes séquestrations banalisent chez trafiquants drogue septuagénaire embarquée l'ain homme kidnappé parking lot garonne cette méthode recouvrement comme trafic drogue s'exporte hors villes a man uvre jeunes compensant inexpérience grande violence,0
enseignement supérieur privé veillons commercialisation formations dépasse limites acceptables l'offre matière cesse croître multiplication établissements privés lucratifs universitaires jean michel marin lionel torres s'inquiètent tribune monde manque contrôle qualité formations offertes,0
l'intelligence artificielle risque d'aggraver inégalités santé professeur jean emmanuel bibault propose tour d'horizon usages émergents l'intelligence artificielle médecine souligne quelques risques liés utilisation craint notamment accès profite qu'à poignée privilégiés,0
annecy l'ancien directeur l'hôpital condamné favoritisme l'ex directeur l'hôpital d'annecy nicolas best a condamné tribunal paris lundi novembre affaire favoritisme concernant marchés publics a relaxé soupçons corruption lesquels également jugé,0
musée national arts asiatiques paris crée l'émoi invisibilisant mot tibet alors musée guimet arts asiatiques paris vient d'inaugurer exposition dynastie chinoise tang presse internationale épingle direction celle ci effacerait petit petit mot tibet cartels sous pression pékin,0
a entendu bruit d'une bombe l'on sait après l'explosion collège angers trois jeunes blessés légèrement mercredi novembre vers h collège jean lurçat angers engin l'acide a explosé toilettes garçons selon philippe chopin préfet maine loire enquête judiciaire ouverte,0
namibie élections incertaines parti historique pouvoir l'élection présidentielle élections législatives tiennent mercredi pays bien donnée tête course présidentielle candidate swapo vice présidente netumbo nandi ndaitwah pourrait être contrainte second tour inédit,0
procès viols mazan après huit semaines marécage carnets pleins boue chroniqueurs judiciaires henri seckel pascale robert diard racontent quarante huit jours vidéos grands écrans détails sordides d'excuses ratées chaque jour a cru qu'on vu entendu pire pire pire lendemain,0
guadeloupe député max mathiasin condamné douze mois prison sursis abus confiance faits concernent l'utilisation d'une carte carburant vente deux véhicules caisse écoles quand dirigeait structure avant d'être élu député a rebours réquisitions tribunal n'a retenu peine d'inéligibilité,0
rugby xv france vainqueur récidiviste face nouvelle zélande terme d'un âpre combat fort d'une défense intraitable bleus imposés troisième fois consécutive stade france samedi novembre face blacks néo zélandais match fondateur selon capitaine antoine dupont,0
vendée globe semaine d'intense régate premier abandon terme d'une première semaine régate intensive skippeurs e vendée globe confrontés vents mollissant resserrent positions déception maxime sorel poussé l'abandon vendredi novembre après jours galère,0
l'ancien secrétaire d'etat thierry mandon condamné douze mois prison sursis plusieurs délits financiers reprochés préjudice total euros outre peines prison d'amende condamné cinq ans d'inéligibilité ainsi qu'à interdiction définitive présider diriger établissement public,0
inondations espagne gouvernement a assumé responsabilités défend pedro sanchez chef gouvernement s'exprimait gestion intempéries près d'un mois après catastrophe a ailleurs défendu agences l'etat impliquées l'alerte météorologique gestion secours visées nombreuses critiques,0
retrouvez sommeil qualité cette couverture lestée moitié prix black friday tendance être anxieux notamment moment coucher déjà essayé couverture lestée poids permet sentir plus apaisé favorise sommeil profond profitez black friday procurer moitié prix,0
inondations général retraite commandes reconstruction région valence président généralité valence a nommé mardi novembre général retraite francisco josé gan pampols reconstruction communes sinistrées inondations tragiques octobre homme terrain habitué zones guerre,0
espagne face loyers trop chers colère espagnols prix hausse locations niveau trop élevé jeunes particulier entraîné derniers mois plusieurs mobilisations espagne problème social économique lequel autorités n'ont solution rapide proposer,0
pape françois défi foi populaire rendant corse décembre pape offrira l'église france deuxième événement d'ampleur huit jours après réouverture dame deux occasions catholiques participer d'accompagner manifestations populaires foi,0
